,player_id,name_common,year_id,age,team_id,G,Min,MPG,FT%
8903,richaje01,Jeremy Richardson,2009,24,ORL,12,93,7.8,50.0
8904,foylead01,Adonal Foyle,2009,33,ORL,9,59,6.6,50.0
8919,iguodan01,Andre Iguodala,2009,25,PHI,82,3269,39.9,72.4
8920,millean02,Andre Miller,2009,32,PHI,82,2976,36.3,82.6
8921,youngth01,Thaddeus Young,2009,20,PHI,75,2580,34.4,73.5
8922,dalemsa01,Samuel Dalembert,2009,27,PHI,82,2036,24.8,73.4
8923,willilo02,Lou Williams,2009,22,PHI,81,1919,23.7,79.0
8924,greenwi01,Willie Green,2009,27,PHI,81,1828,22.6,72.9
8925,speigma01,Marreese Speights,2009,21,PHI,79,1263,16.0,77.3
8926,evansre01,Reggie Evans,2009,28,PHI,79,1137,14.4,59.4
8927,brandel01,Elton Brand,2009,29,PHI,29,920,31.7,67.6
8928,iveyro01,Royal Ivey,2009,27,PHI,71,861,12.1,79.1
8929,ratlith01,Theo Ratliff,2009,35,PHI,46,579,12.6,60.0
8930,rushka01,Kareem Rush,2009,28,PHI,25,199,8.0,100.0
8931,marshdo01,Donyell Marshall,2009,35,PHI,25,189,7.6,50.0
8943,nashst01,Steve Nash,2009,34,PHO,74,2484,33.6,93.3
8944,hillgr01,Grant Hill,2009,36,PHO,82,2445,29.8,80.8
8945,onealsh01,Shaquille O'Neal,2009,36,PHO,75,2252,30.0,59.5
8946,barnema02,Matt Barnes,2009,28,PHO,77,2082,27.0,74.3
8947,stoudam01,Amar'e Stoudemire,2009,26,PHO,53,1948,36.8,83.5
8948,richaja01,Jason Richardson,2009,28,PHO,58,1919,33.1,77.8
8949,barbole01,Leandro Barbosa,2009,26,PHO,70,1705,24.4,88.1
8950,amundlo01,Louis Amundson,2009,26,PHO,76,1044,13.7,44.2
8951,dragigo01,Goran Dragic,2009,22,PHO,55,728,13.2,76.9
8952,dudleja01,Jared Dudley,2009,23,PHO,48,728,15.2,69.1
8953,bellra01,Raja Bell,2009,32,PHO,22,712,32.4,76.2
8954,lopezro01,Robin Lopez,2009,20,PHO,60,614,10.2,69.1
8955,diawbo01,Boris Diaw,2009,26,PHO,22,538,24.5,69.2
8956,tuckeal02,Alando Tucker,2009,24,PHO,30,282,9.4,78.8
8957,singlse01,Sean Singletary,2009,23,PHO,13,122,9.4,100.0
8958,swiftst01,Stromile Swift,2009,29,PHO,13,121,9.3,53.3
8959,brownde03,Dee Brown,2009,24,PHO,2,28,14.0,100.0
8960,simsco01,Courtney Sims,2009,25,PHO,1,2,2.0,0.0
8961,aldrila01,LaMarcus Aldridge,2009,23,POR,81,3004,37.1,78.1
8962,roybr01,Brandon Roy,2009,24,POR,78,2903,37.2,82.4
8963,outlatr01,Travis Outlaw,2009,24,POR,81,2246,27.7,72.3
8964,blakest01,Steve Blake,2009,28,POR,69,2188,31.7,84.0
8965,fernaru01,Rudy Fernandez,2009,23,POR,78,1993,25.6,83.9
8966,przybjo01,Joel Przybilla,2009,29,POR,82,1952,23.8,66.3
8967,batumni01,Nicolas Batum,2009,20,POR,79,1454,18.4,80.8
8968,odengr01,Greg Oden,2009,21,POR,61,1314,21.5,63.7
8969,rodrise01,Sergio Rodriguez,2009,22,POR,80,1225,15.3,79.2
8970,fryech01,Channing Frye,2009,25,POR,63,746,11.8,72.2
8971,bayleje01,Jerryd Bayless,2009,20,POR,53,655,12.4,80.6
8972,dioguik01,Ike Diogu,2009,25,POR,19,73,3.8,75.0
8973,randosh01,Shavlik Randolph,2009,25,POR,10,37,3.7,25.0
8974,ruffimi01,Michael Ruffin,2009,32,POR,11,35,3.2,100.0
8975,webstma02,Martell Webster,2009,22,POR,1,5,5.0,0.0
8988,thompja02,Jason Thompson,2009,22,SAC,82,2303,28.1,69.2
8989,udrihbe01,Beno Udrih,2009,26,SAC,73,2270,31.1,82.0
8990,hawessp01,Spencer Hawes,2009,20,SAC,77,2259,29.3,66.2
8991,salmojo01,John Salmons,2009,29,SAC,53,1980,37.4,82.3
8992,garcifr01,Francisco Garcia,2009,27,SAC,65,1975,30.4,82.0
8993,martike02,Kevin Martin,2009,25,SAC,51,1947,38.2,86.7
8994,jacksbo01,Bobby Jackson,2009,35,SAC,71,1484,20.9,85.1
8995,millebr01,Brad Miller,2009,32,SAC,43,1354,31.5,80.1
8996,mooremi01,Mikki Moore,2009,33,SAC,46,746,16.2,81.0
8997,greendo01,Donte Greene,2009,20,SAC,55,725,13.2,85.3
8998,nocioan01,Andres Nocioni,2009,29,SAC,23,713,31.0,76.3
8999,brownbo02,Bobby Brown,2009,24,SAC,47,675,14.4,76.5
9000,mccanra01,Rashad McCants,2009,24,SAC,24,465,19.4,78.3
9001,willish02,Shelden Williams,2009,25,SAC,30,305,10.2,76.2
9002,doubyqu01,Quincy Douby,2009,24,SAC,20,227,11.4,93.3
9003,solomwi01,Will Solomon,2009,30,SAC,14,168,12.0,50.0
9004,dioguik01,Ike Diogu,2009,25,SAC,10,142,14.2,75.8
9005,thomake01,Kenny Thomas,2009,31,SAC,8,62,7.8,0.0
9006,boothca01,Calvin Booth,2009,32,SAC,7,55,7.9,75.0
9007,goodedr01,Drew Gooden,2009,27,SAC,1,26,26.0,100.0
9008,simmoce01,Cedric Simmons,2009,23,SAC,7,23,3.3,50.0
9009,duncati01,Tim Duncan,2009,32,SAS,75,2524,33.7,69.2
9010,masonro01,Roger Mason Jr.,2009,28,SAS,82,2496,30.4,89.0
9011,parketo01,Tony Parker,2009,26,SAS,72,2456,34.1,78.2
9012,finlemi01,Michael Finley,2009,35,SAS,81,2336,28.8,82.3
9013,bonnema01,Matt Bonner,2009,28,SAS,81,1928,23.8,73.9
9014,bowenbr01,Bruce Bowen,2009,37,SAS,80,1506,18.8,53.8
9015,thomaku01,Kurt Thomas,2009,36,SAS,79,1404,17.8,82.2
9016,hillge01,George Hill,2009,22,SAS,77,1270,16.5,78.1
9017,ginobma01,Manu Ginobili,2009,31,SAS,44,1181,26.8,88.4
9018,udokaim01,Ime Udoka,2009,31,SAS,67,1035,15.4,60.9
9019,obertfa01,Fabricio Oberto,2009,33,SAS,54,677,12.5,57.1
9020,goodedr01,Drew Gooden,2009,27,SAS,19,320,16.8,78.9
9021,vaughja01,Jacque Vaughn,2009,33,SAS,30,292,9.7,88.9
9022,tollian01,Anthony Tolliver,2009,23,SAS,19,208,10.9,50.0
9023,hairsma01,Malik Hairston,2009,21,SAS,15,155,10.3,28.6
9024,farmede01,Desmon Farmer,2009,27,SAS,3,54,18.0,100.0
9025,croshau01,Austin Croshere,2009,33,SAS,3,23,7.7,0.0
9026,mensapo01,Pops Mensah-Bonsu,2009,25,SAS,3,20,6.7,71.4
9027,ahearbl01,Blake Ahearn,2009,24,SAS,3,19,6.3,100.0
9028,willima04,Marcus Williams,2009,22,SAS,2,3,1.5,0.0
9041,boshch01,Chris Bosh,2009,24,TOR,77,2928,38.0,81.7
9042,parkean01,Anthony Parker,2009,33,TOR,80,2637,33.0,83.4
9043,bargnan01,Andrea Bargnani,2009,23,TOR,78,2453,31.4,83.1
9044,caldejo01,Jose Calderon,2009,27,TOR,68,2333,34.3,98.1
9045,kaponja01,Jason Kapono,2009,27,TOR,80,1831,22.9,81.0
9046,grahajo01,Joey Graham,2009,26,TOR,78,1541,19.8,82.5
9047,moonja01,Jamario Moon,2009,28,TOR,54,1379,25.5,84.6
9048,onealje01,Jermaine O'Neal,2009,30,TOR,41,1216,29.7,81.0
9049,mariosh01,Shawn Marion,2009,30,TOR,27,954,35.3,80.6
9050,ukicro01,Roko Ukic,2009,24,TOR,72,890,12.4,73.3
9051,solomwi01,Will Solomon,2009,30,TOR,39,544,13.9,83.3
9052,humphkr01,Kris Humphries,2009,23,TOR,29,265,9.1,79.2
9053,mensapo01,Pops Mensah-Bonsu,2009,25,TOR,19,263,13.8,68.3
9054,voskuja01,Jake Voskuhl,2009,31,TOR,38,240,6.3,78.6
9055,obryapa01,Patrick O'Bryant,2009,22,TOR,13,147,11.3,37.5
9056,doubyqu01,Quincy Douby,2009,24,TOR,7,73,10.4,75.0
9057,adamsha01,Hassan Adams,2009,24,TOR,12,52,4.3,50.0
9058,banksma01,Marcus Banks,2009,27,TOR,6,40,6.7,33.3
9059,jawaina01,Nathan Jawai,2009,22,TOR,6,19,3.2,0.0
9060,brewero02,Ronnie Brewer,2009,23,UTA,81,2605,32.2,70.2
9061,willide01,Deron Williams,2009,24,UTA,68,2505,36.8,84.9
9062,okurme01,Mehmet Okur,2009,29,UTA,72,2409,33.5,81.7
9063,millspa01,Paul Millsap,2009,23,UTA,76,2290,30.1,69.9
9064,korveky01,Kyle Korver,2009,27,UTA,78,1874,24.0,88.2
9065,kirilan01,Andrei Kirilenko,2009,27,UTA,67,1831,27.3,78.5
9066,milescj01,CJ Miles,2009,21,UTA,72,1623,22.5,87.6
9067,boozeca01,Carlos Boozer,2009,27,UTA,37,1197,32.4,69.8
9068,knighbr01,Brevin Knight,2009,33,UTA,74,938,12.7,75.0
9069,pricero01,Ronnie Price,2009,25,UTA,52,738,14.2,75.6
9070,harprma01,Matt Harpring,2009,32,UTA,63,693,11.0,76.4
9071,koufoko01,Kosta Koufos,2009,19,UTA,48,565,11.8,70.6
9072,almonmo01,Morris Almond,2009,23,UTA,25,255,10.2,80.8
9073,collija03,Jarron Collins,2009,30,UTA,26,201,7.7,72.7
9074,fesenky01,Kyrylo Fesenko,2009,22,UTA,21,156,7.4,33.3
9087,jamisan01,Antawn Jamison,2009,32,WAS,81,3096,38.2,75.4
9088,butleca01,Caron Butler,2009,28,WAS,67,2585,38.6,85.8
9089,mcguido01,Dominic McGuire,2009,23,WAS,79,2072,26.2,72.5
9090,youngni01,Nick Young,2009,23,WAS,82,1837,22.4,85.0
9091,blatcan01,Andray Blatche,2009,22,WAS,71,1703,24.0,70.4
9092,jamesmi01,Mike James,2009,33,WAS,53,1575,29.7,83.8
9093,songada01,Darius Songaila,2009,30,WAS,77,1521,19.8,88.9
9094,mcgeeja01,JaVale McGee,2009,21,WAS,75,1143,15.2,66.0
9095,crittja01,Javaris Crittenton,2009,21,WAS,56,1130,20.2,59.3
9096,stevede01,DeShawn Stevenson,2009,27,WAS,32,886,27.7,53.3
9097,dixonju01,Juan Dixon,2009,30,WAS,50,816,16.3,87.2
9098,thomaet01,Etan Thomas,2009,30,WAS,26,306,11.8,69.6
9099,daniean01,Antonio Daniels,2009,33,WAS,13,288,22.2,75.8
9100,pecheol01,Oleksiy Pecherov,2009,23,WAS,32,277,8.7,82.8
9101,brownde03,Dee Brown,2009,24,WAS,17,233,13.7,33.3
9102,haywobr01,Brendan Haywood,2009,29,WAS,6,175,29.2,47.6
9103,arenagi01,Gilbert Arenas,2009,27,WAS,2,63,31.5,75.0
9104,johnsjo02,Joe Johnson,2008,26,ATL,82,3343,40.8,83.4
9105,smithjo03,Josh Smith,2008,22,ATL,81,2873,35.5,71.0
9106,willima02,Marvin Williams,2008,21,ATL,80,2765,34.6,82.2
9107,horfoal01,Al Horford,2008,21,ATL,81,2540,31.4,73.1
9108,childjo01,Josh Childress,2008,24,ATL,76,2274,29.9,80.7
9109,johnsan02,Anthony Johnson,2008,33,ATL,42,1121,26.7,81.3
9110,bibbymi01,Mike Bibby,2008,29,ATL,33,1100,33.3,79.7
9111,pachuza01,Zaza Pachulia,2008,23,ATL,62,944,15.2,70.6
9112,lawac01,Acie Law,2008,23,ATL,56,865,15.4,79.2
9113,luety01,Tyronn Lue,2008,30,ATL,33,564,17.1,85.7
9114,willish02,Shelden Williams,2008,24,ATL,36,414,11.5,68.6
9115,stoudsa01,Salim Stoudamire,2008,25,ATL,35,402,11.5,82.0
9116,westma02,Mario West,2008,23,ATL,64,269,4.2,65.4
9117,wrighlo02,Lorenzen Wright,2008,32,ATL,13,148,11.4,50.0
9118,jonesso01,Solomon Jones,2008,23,ATL,35,145,4.1,55.0
9119,richaje01,Jeremy Richardson,2008,23,ATL,19,88,4.6,0.0
9132,piercpa01,Paul Pierce,2008,30,BOS,80,2874,35.9,84.3
9133,allenra02,Ray Allen,2008,32,BOS,73,2624,35.9,90.7
9134,garneke01,Kevin Garnett,2008,31,BOS,71,2328,32.8,80.1
9135,rondora01,Rajon Rondo,2008,21,BOS,77,2306,29.9,61.1
9136,perkike01,Kendrick Perkins,2008,23,BOS,78,1912,24.5,62.3
9137,poseyja01,James Posey,2008,31,BOS,74,1821,24.6,80.9
9138,houseed01,Eddie House,2008,29,BOS,78,1480,19.0,91.7
9139,allento01,Tony Allen,2008,26,BOS,75,1373,18.3,76.2
9140,davisgl01,Glen Davis,2008,22,BOS,69,940,13.6,66.0
9141,powele01,Leon Powe,2008,24,BOS,56,809,14.4,71.0
9142,scalabr01,Brian Scalabrine,2008,29,BOS,48,512,10.7,75.0
9143,cassesa01,Sam Cassell,2008,38,BOS,17,299,17.6,84.0
9144,brownpj01,P.J. Brown,2008,38,BOS,18,209,11.6,68.8
9145,pollasc01,Scot Pollard,2008,32,BOS,22,173,7.9,68.2
9146,pruitga01,Gabe Pruitt,2008,21,BOS,15,95,6.3,50.0
9159,richaja01,Jason Richardson,2008,27,CHA,82,3149,38.4,75.2
9160,feltora01,Raymond Felton,2008,23,CHA,79,2972,37.6,80.0
9161,okafoem01,Emeka Okafor,2008,25,CHA,82,2718,33.1,57.0
9162,wallage01,Gerald Wallace,2008,25,CHA,62,2376,38.3,73.1
9163,carroma01,Matt Carroll,2008,27,CHA,80,2016,25.2,80.4
9164,mohamna01,Nazr Mohammed,2008,30,CHA,61,1422,23.3,61.7
9165,mcinnje01,Jeff McInnis,2008,33,CHA,54,1410,26.1,76.7
9166,dudleja01,Jared Dudley,2008,22,CHA,73,1384,19.0,73.7
9167,boykiea01,Earl Boykins,2008,31,CHA,36,577,16.0,83.1
9168,holliry01,Ryan Hollins,2008,23,CHA,60,532,8.9,67.1
9169,anderde01,Derek Anderson,2008,33,CHA,28,396,14.1,73.7
9170,davidje01,Jermareo Davidson,2008,23,CHA,38,322,8.5,64.3
9171,brezepr01,Primoz Brezec,2008,28,CHA,20,267,13.4,60.0
9172,herrmwa01,Walter Herrmann,2008,28,CHA,17,174,10.2,90.0
9173,harriot01,Othella Harrington,2008,34,CHA,22,166,7.5,62.5
9174,hinriki01,Kirk Hinrich,2008,27,CHI,75,2380,31.7,83.1
9175,gordobe01,Ben Gordon,2008,24,CHI,72,2291,31.8,90.8
9176,denglu01,Luol Deng,2008,22,CHI,63,2128,33.8,77.0
9177,nocioan01,Andres Nocioni,2008,28,CHI,82,2021,24.6,80.7
9178,wallabe01,Ben Wallace,2008,33,CHI,50,1627,32.5,42.4
9179,noahjo01,Joakim Noah,2008,22,CHI,74,1534,20.7,69.1
9180,duhonch01,Chris Duhon,2008,25,CHI,66,1490,22.6,81.3
9181,sefolth01,Thabo Sefolosha,2008,23,CHI,69,1436,20.8,72.1
9182,thomaty01,Tyrus Thomas,2008,21,CHI,74,1330,18.0,74.1
9183,smithjo02,Joe Smith,2008,32,CHI,50,1146,22.9,80.7
9184,hughela01,Larry Hughes,2008,29,CHI,28,810,28.9,77.5
9185,grayaa01,Aaron Gray,2008,23,CHI,61,613,10.0,56.6
9186,goodedr01,Drew Gooden,2008,26,CHI,18,558,31.0,81.3
9187,griffad01,Adrian Griffin,2008,33,CHI,22,222,10.1,42.9
9188,khryavi01,Viktor Khryapa,2008,25,CHI,9,105,11.7,57.1
9189,gardnth01,Thomas Gardner,2008,22,CHI,4,45,11.3,0.0
9190,nichode01,Demetris Nichols,2008,23,CHI,11,30,2.7,0.0
9191,brownsh01,Shannon Brown,2008,22,CHI,6,22,3.7,50.0
9192,simmoce01,Cedric Simmons,2008,22,CHI,7,19,2.7,0.0
9193,jamesle01,LeBron James,2008,23,CLE,75,3027,40.4,71.2
9194,ilgauzy01,Zydrunas Ilgauskas,2008,32,CLE,73,2222,30.4,80.2
9195,gibsoda01,Daniel Gibson,2008,21,CLE,58,1765,30.4,81.0
9196,brownde02,Devin Brown,2008,29,CLE,78,1762,22.6,75.4
9197,goodedr01,Drew Gooden,2008,26,CLE,51,1564,30.7,72.8
9198,jonesda01,Damon Jones,2008,31,CLE,67,1336,19.9,71.4
9199,varejan01,Anderson Varejao,2008,25,CLE,48,1320,27.5,59.8
9200,hughela01,Larry Hughes,2008,29,CLE,40,1210,30.3,81.5
9201,pavloal01,Sasha Pavlovic,2008,24,CLE,51,1188,23.3,68.8
9202,westde01,Delonte West,2008,24,CLE,26,806,31.0,78.8
9203,newblir01,Ira Newble,2008,33,CLE,41,650,15.9,76.9
9204,smithjo02,Joe Smith,2008,32,CLE,27,580,21.5,65.2
9205,wallabe01,Ben Wallace,2008,33,CLE,22,578,26.3,43.2
9206,szczewa02,Wally Szczerbiak,2008,30,CLE,25,556,22.2,87.8
9207,jonesdw02,Dwayne Jones,2008,24,CLE,56,472,8.4,48.3
9208,snower01,Eric Snow,2008,34,CLE,22,305,13.9,45.5
9209,brownsh01,Shannon Brown,2008,22,CLE,15,218,14.5,60.9
9210,marshdo01,Donyell Marshall,2008,34,CLE,11,156,14.2,77.8
9211,simmoce01,Cedric Simmons,2008,22,CLE,7,68,9.7,0.0
9212,thomabi01,Billy Thomas,2008,32,CLE,7,34,4.9,0.0
9213,nichode01,Demetris Nichols,2008,23,CLE,3,14,4.7,0.0
9214,dickeka01,Kaniel Dickens,2008,29,CLE,5,12,2.4,0.0
9215,allrela01,Lance Allred,2008,26,CLE,3,10,3.3,50.0
9229,nowitdi01,Dirk Nowitzki,2008,29,DAL,77,2769,36.0,87.9
9230,howarjo01,Josh Howard,2008,27,DAL,76,2757,36.3,81.3
9231,terryja01,Jason Terry,2008,30,DAL,82,2579,31.5,85.7
9232,dampier01,Erick Dampier,2008,32,DAL,72,1755,24.4,57.5
9233,bassbr01,Brandon Bass,2008,22,DAL,79,1557,19.7,82.2
9234,stackje01,Jerry Stackhouse,2008,33,DAL,58,1412,24.3,89.2
9235,harride01,Devin Harris,2008,24,DAL,39,1184,30.4,82.1
9236,kiddja01,Jason Kidd,2008,34,DAL,29,1011,34.9,81.5
9237,jonesed02,Eddie Jones,2008,36,DAL,47,922,19.6,71.4
9238,diopde01,DeSagana Diop,2008,26,DAL,52,894,17.2,60.0
9239,georgde01,Devean George,2008,30,DAL,53,821,15.5,70.6
9240,hassetr01,Trenton Hassell,2008,28,DAL,37,463,12.5,50.0
9241,bareajo01,J.J. Barea,2008,23,DAL,44,460,10.5,80.0
9242,howarju01,Juwan Howard,2008,34,DAL,50,353,7.1,78.6
9243,allenma01,Malik Allen,2008,29,DAL,25,333,13.3,91.7
9244,wrighan01,Antoine Wright,2008,23,DAL,15,176,11.7,55.6
9245,luety01,Tyronn Lue,2008,30,DAL,17,172,10.1,25.0
9246,agerma01,Maurice Ager,2008,23,DAL,12,77,6.4,83.3
9247,magloja01,Jamaal Magloire,2008,29,DAL,7,27,3.9,46.2
9248,fazekni01,Nick Fazekas,2008,22,DAL,4,9,2.3,0.0
9263,iversal01,Allen Iverson,2008,32,DEN,82,3424,41.8,80.9
9264,anthoca01,Carmelo Anthony,2008,23,DEN,77,2806,36.4,78.6
9265,cambyma01,Marcus Camby,2008,33,DEN,79,2758,34.9,70.8
9266,martike01,Kenyon Martin,2008,30,DEN,71,2159,30.4,58.0
9267,cartean01,Anthony Carter,2008,32,DEN,70,1960,28.0,75.3
9268,kleizli01,Linas Kleiza,2008,23,DEN,79,1889,23.9,77.0
9269,najered01,Eduardo Najera,2008,31,DEN,78,1664,21.3,70.8
9270,smithjr01,JR Smith,2008,22,DEN,74,1421,19.2,71.9
9271,diawaya01,Yakhouba Diawara,2008,25,DEN,54,542,10.0,71.0
9272,atkinch01,Chucky Atkins,2008,33,DEN,24,352,14.7,44.4
9273,hilarne01,Nene,2008,25,DEN,16,266,16.6,55.1
9274,jonesbo02,Bobby Jones,2008,24,DEN,25,222,8.9,82.1
9275,wilksmi01,Mike Wilks,2008,28,DEN,8,122,15.3,100.0
9276,huntest01,Steven Hunter,2008,26,DEN,19,120,6.3,45.0
9277,wafervo01,Von Wafer,2008,22,DEN,21,90,4.3,75.0
9278,mccoyje01,Jelani McCoy,2008,30,DEN,6,33,5.5,50.0
9279,greenta01,Taurean Green,2008,21,DEN,9,30,3.3,75.0
9292,princta01,Tayshaun Prince,2008,27,DET,82,2694,32.9,76.8
9293,billuch01,Chauncey Billups,2008,31,DET,78,2522,32.3,91.8
9294,hamilri01,Richard Hamilton,2008,29,DET,72,2424,33.7,83.3
9295,wallara01,Rasheed Wallace,2008,33,DET,77,2346,30.5,76.7
9296,mcdyean01,Antonio McDyess,2008,33,DET,78,2285,29.3,62.2
9297,maxieja01,Jason Maxiell,2008,24,DET,82,1768,21.6,63.3
9298,hayesja01,Jarvis Hayes,2008,26,DET,82,1287,15.7,75.0
9299,stuckro01,Rodney Stuckey,2008,21,DET,57,1081,19.0,81.4
9300,afflaar01,Arron Afflalo,2008,22,DET,75,970,12.9,78.2
9301,johnsam01,Amir Johnson,2008,20,DET,62,764,12.3,67.3
9302,murraro01,Ronald Murray,2008,28,DET,19,347,18.3,59.5
9303,dixonju01,Juan Dixon,2008,29,DET,17,244,14.4,42.9
9304,mohamna01,Nazr Mohammed,2008,30,DET,21,228,10.9,43.3
9305,ratlith01,Theo Ratliff,2008,34,DET,16,223,13.9,66.7
9306,hunteli01,Lindsey Hunter,2008,37,DET,24,215,9.0,77.8
9307,herrmwa01,Walter Herrmann,2008,28,DET,28,199,7.1,80.0
9308,brezepr01,Primoz Brezec,2008,28,DET,17,98,5.8,50.0
9309,sambch01,Cheikh Samb,2008,23,DET,4,31,7.8,50.0
9310,duprero01,Ronald Dupree,2008,27,DET,1,3,3.0,0.0
9325,davisba01,Baron Davis,2008,28,GSW,82,3196,39.0,75.0
9326,ellismo01,Monta Ellis,2008,22,GSW,81,3071,37.9,76.7
9327,jacksst02,Stephen Jackson,2008,29,GSW,73,2855,39.1,83.2
9328,harrial01,Al Harrington,2008,27,GSW,81,2190,27.0,77.4
9329,biedran01,Andris Biedrins,2008,21,GSW,76,2078,27.3,62.0
9330,azubuke01,Kelenna Azubuike,2008,24,GSW,81,1732,21.4,71.7
9331,barnema02,Matt Barnes,2008,27,GSW,73,1414,19.4,74.7
9332,pietrmi01,Mickael Pietrus,2008,25,GSW,66,1316,19.9,67.3
9333,croshau01,Austin Croshere,2008,32,GSW,44,457,10.4,90.6
9334,wrighbr03,Brandan Wright,2008,20,GSW,38,376,9.9,67.5
9335,watsocj01,C.J. Watson,2008,23,GSW,32,368,11.5,79.3
9336,belinma01,Marco Belinelli,2008,21,GSW,33,241,7.3,77.8
9337,mbengdj01,Didier Ilunga-Mbenga,2008,27,GSW,16,130,8.1,50.0
9338,webbech01,Chris Webber,2008,34,GSW,9,126,14.0,41.7
9339,obryapa01,Patrick O'Bryant,2008,21,GSW,24,99,4.1,60.0
9340,hudsotr01,Troy Hudson,2008,31,GSW,9,93,10.3,100.0
9341,perovko01,Kosta Perovic,2008,22,GSW,7,38,5.4,66.7
9342,lasmest01,Stephane Lasme,2008,25,GSW,1,0,0.0,0.0
9343,battish01,Shane Battier,2008,29,HOU,80,2907,36.3,74.3
9344,alstora01,Rafer Alston,2008,31,HOU,74,2526,34.1,71.5
9345,mcgratr01,Tracy McGrady,2008,28,HOU,66,2440,37.0,68.4
9346,mingya01,Yao Ming,2008,27,HOU,55,2044,37.2,85.0
9347,scolalu01,Luis Scola,2008,27,HOU,82,2024,24.7,66.8
9348,hayesch01,Chuck Hayes,2008,24,HOU,79,1575,19.9,45.8
9349,headlu01,Luther Head,2008,25,HOU,73,1379,18.9,81.5
9350,wellsbo01,Bonzi Wells,2008,31,HOU,51,1124,22.0,63.8
9351,landrca01,Carl Landry,2008,24,HOU,42,711,16.9,66.1
9352,mutomdi01,Dikembe Mutombo,2008,41,HOU,39,619,15.9,71.1
9353,brookaa01,Aaron Brooks,2008,23,HOU,51,608,11.9,85.7
9354,jamesmi01,Mike James,2008,32,HOU,33,537,16.3,78.6
9355,jacksbo01,Bobby Jackson,2008,34,HOU,26,498,19.2,75.0
9356,novakst01,Steve Novak,2008,24,HOU,35,264,7.5,75.0
9357,francst01,Steve Francis,2008,30,HOU,10,199,19.9,56.5
9358,harrimi01,Mike Harris,2008,24,HOU,17,159,9.4,61.5
9359,snydeki01,Kirk Snyder,2008,24,HOU,9,81,9.0,54.5
9360,woodslo01,Loren Woods,2008,29,HOU,7,17,2.4,0.0
9361,jonesbo02,Bobby Jones,2008,24,HOU,4,9,2.3,0.0
9362,williju01,Justin Williams,2008,23,HOU,1,6,6.0,25.0
9363,greenge01,Gerald Green,2008,22,HOU,1,4,4.0,0.0
9377,dunlemi02,Mike Dunleavy,2008,27,IND,82,2953,36.0,83.4
9378,grangda01,Danny Granger,2008,24,IND,80,2876,36.0,85.2
9379,murphtr01,Troy Murphy,2008,27,IND,75,2106,28.1,79.7
9380,fosteje01,Jeff Foster,2008,31,IND,77,1884,24.5,59.3
9381,daniema01,Marquis Daniels,2008,27,IND,74,1546,20.9,69.8
9382,rushka01,Kareem Rush,2008,27,IND,71,1504,21.2,71.4
9383,dienetr01,Travis Diener,2008,25,IND,66,1356,20.5,90.1
9384,tinslja01,Jamaal Tinsley,2008,29,IND,39,1293,33.2,72.0
9385,onealje01,Jermaine O'Neal,2008,29,IND,42,1206,28.7,74.2
9386,willish03,Shawne Williams,2008,21,IND,65,967,14.9,71.7
9387,harrida01,David Harrison,2008,25,IND,55,702,12.8,51.0
9388,murraro01,Ronald Murray,2008,28,IND,23,527,22.9,75.4
9389,owensan01,Andre Owens,2008,27,IND,31,392,12.6,73.5
9390,dioguik01,Ike Diogu,2008,24,IND,30,305,10.2,85.1
9391,grahast01,Stephen Graham,2008,25,IND,22,128,5.8,75.0
9392,simsco01,Courtney Sims,2008,24,IND,3,11,3.7,0.0
9393,moblecu01,Cuttino Mobley,2008,32,LAC,77,2702,35.1,81.9
9394,maggeco01,Corey Maggette,2008,28,LAC,70,2502,35.7,81.2
9395,thornal01,Al Thornton,2008,24,LAC,79,2158,27.3,74.3
9396,kamanch01,Chris Kaman,2008,25,LAC,56,2083,37.2,76.2
9397,thomati01,Tim Thomas,2008,30,LAC,63,1940,30.8,75.2
9398,knighbr01,Brevin Knight,2008,32,LAC,74,1674,22.6,87.3
9399,rossqu01,Quinton Ross,2008,26,LAC,76,1505,19.8,66.7
9400,poweljo01,Josh Powell,2008,25,LAC,64,1228,19.2,72.4
9401,dickada01,Dan Dickau,2008,29,LAC,67,1040,15.5,82.9
9402,cassesa01,Sam Cassell,2008,38,LAC,38,975,25.7,89.1
9403,parkesm01,Smush Parker,2008,26,LAC,19,409,21.5,66.7
9404,patteru01,Ruben Patterson,2008,32,LAC,20,327,16.4,55.8
9405,williaa01,Aaron Williams,2008,36,LAC,30,297,9.9,77.8
9406,brandel01,Elton Brand,2008,28,LAC,8,274,34.3,78.7
9407,fazekni01,Nick Fazekas,2008,22,LAC,22,260,11.8,68.2
9408,davispa01,Paul Davis,2008,23,LAC,22,194,8.8,60.0
9409,frahmri01,Richie Frahm,2008,30,LAC,10,163,16.3,0.0
9410,willima04,Marcus Williams,2008,21,LAC,10,34,3.4,0.0
9411,barrean01,Andre Barrett,2008,25,LAC,4,25,6.3,50.0
9412,diazgu01,Guillermo Diaz,2008,22,LAC,6,18,3.0,60.0
9413,bryanko01,Kobe Bryant,2008,29,LAL,82,3192,38.9,84.0
9414,odomla01,Lamar Odom,2008,28,LAL,77,2921,37.9,69.8
9415,fishede01,Derek Fisher,2008,33,LAL,82,2249,27.4,88.3
9416,waltolu01,Luke Walton,2008,27,LAL,74,1729,23.4,70.6
9417,farmajo01,Jordan Farmar,2008,21,LAL,82,1690,20.6,67.9
