,player_id,name_common,year_id,age,team_id,G,Min,MPG,FT%
10782,radmavl01,Vladimir Radmanovic,2006,25,LAC,30,885,29.5,73.1
10783,singlja01,James Singleton,2006,24,LAC,59,753,12.8,78.0
10784,wilcoch01,Chris Wilcox,2006,23,LAC,48,657,13.7,64.4
10785,rebraze01,Zeljko Rebraca,2006,33,LAC,29,412,14.2,75.6
10786,mccarwa01,Walter McCarty,2006,31,LAC,36,353,9.8,57.1
10787,ndongbo01,Boniface N'Dong,2006,28,LAC,23,152,6.6,66.7
10788,korolya01,Yaroslav Korolev,2006,18,LAC,24,127,5.3,70.0
10789,eisleho01,Howard Eisley,2006,33,LAC,13,112,8.6,0.0
10790,bakervi01,Vin Baker,2006,34,LAC,8,85,10.6,72.2
10791,goldwan01,Anthony Goldwire,2006,34,LAC,3,22,7.3,0.0
10804,bryanko01,Kobe Bryant,2006,27,LAL,80,3277,41.0,85.0
10805,odomla01,Lamar Odom,2006,26,LAL,80,3221,40.3,69.0
10806,parkesm01,Smush Parker,2006,24,LAL,82,2773,33.8,69.4
10807,brownkw01,Kwame Brown,2006,23,LAL,72,1978,27.5,54.5
10808,georgde01,Devean George,2006,28,LAL,71,1542,21.7,67.4
10809,mihmch01,Chris Mihm,2006,26,LAL,59,1541,26.1,71.6
10810,cookbr01,Brian Cook,2006,25,LAL,81,1535,19.0,83.2
10811,vujacsa01,Sasha Vujacic,2006,21,LAL,82,1449,17.7,88.5
10812,waltolu01,Luke Walton,2006,25,LAL,69,1333,19.3,75.0
10813,bynuman01,Andrew Bynum,2006,18,LAL,46,338,7.3,29.6
10814,profila01,Laron Profit,2006,28,LAL,25,279,11.2,87.5
10815,turiaro01,Ronny Turiaf,2006,23,LAL,23,161,7.0,55.6
10816,greende01,Devin Green,2006,23,LAL,27,135,5.0,61.9
10817,mckieaa01,Aaron McKie,2006,33,LAL,14,121,8.6,50.0
10818,jacksji01,Jim Jackson,2006,35,LAL,13,92,7.1,0.0
10819,wafervo01,Von Wafer,2006,20,LAL,16,73,4.6,75.0
10820,medvest01,Stanislav Medvedenko,2006,26,LAL,2,6,3.0,0.0
10833,gasolpa01,Pau Gasol,2006,25,MEM,80,3135,39.2,68.9
10834,battish01,Shane Battier,2006,27,MEM,81,2839,35.0,70.7
10835,jonesed02,Eddie Jones,2006,34,MEM,75,2437,32.5,78.1
10836,millemi01,Mike Miller,2006,25,MEM,74,2268,30.6,80.0
10837,jacksbo01,Bobby Jackson,2006,32,MEM,71,1775,25.0,73.3
10838,wrighlo02,Lorenzen Wright,2006,30,MEM,78,1689,21.7,56.4
10839,atkinch01,Chucky Atkins,2006,31,MEM,43,1161,27.0,81.1
10840,jonesda02,Dahntay Jones,2006,25,MEM,71,967,13.6,64.5
10841,stoudda01,Damon Stoudamire,2006,32,MEM,27,862,31.9,85.5
10842,tsakaja01,Jake Tsakalidis,2006,26,MEM,51,732,14.4,65.5
10843,warriha01,Hakim Warrick,2006,23,MEM,68,724,10.6,66.1
10844,burksan01,Antonio Burks,2006,25,MEM,57,570,10.0,43.5
10845,cardibr01,Brian Cardinal,2006,28,MEM,36,402,11.2,70.4
10846,roberla01,Lawrence Roberts,2006,23,MEM,33,181,5.5,47.8
10847,roberan02,Anthony Roberson,2006,22,MEM,16,88,5.5,100.0
10848,thomajo02,John Thomas,2006,30,MEM,3,25,8.3,0.0
10861,wadedw01,Dwyane Wade,2006,24,MIA,75,2892,38.6,78.3
10862,hasleud01,Udonis Haslem,2006,25,MIA,81,2491,30.8,78.9
10863,paytoga01,Gary Payton,2006,37,MIA,81,2305,28.5,79.4
10864,walkean02,Antoine Walker,2006,29,MIA,82,2199,26.8,62.8
10865,poseyja01,James Posey,2006,29,MIA,67,1914,28.6,78.7
10866,willija02,Jason Williams,2006,30,MIA,59,1874,31.8,86.7
10867,onealsh01,Shaquille O'Neal,2006,33,MIA,59,1806,30.6,46.9
10868,mournal01,Alonzo Mourning,2006,35,MIA,65,1302,20.0,59.4
10869,kaponja01,Jason Kapono,2006,24,MIA,51,665,13.0,84.8
10870,andersh01,Shandon Anderson,2006,32,MIA,48,638,13.3,72.2
10871,anderde01,Derek Anderson,2006,31,MIA,23,465,20.2,84.2
10872,simiewa01,Wayne Simien,2006,22,MIA,43,414,9.6,88.2
10873,doleami01,Michael Doleac,2006,28,MIA,31,371,12.0,80.0
10874,fitchge01,Gerald Fitch,2006,23,MIA,18,239,13.3,73.9
10875,wrighdo01,Dorell Wright,2006,20,MIA,20,132,6.6,88.2
10876,barroea01,Earl Barron,2006,24,MIA,8,45,5.6,75.0
10877,walshma01,Matt Walsh,2006,23,MIA,2,3,1.5,0.0
10891,reddmi01,Michael Redd,2006,26,MIL,80,3130,39.1,87.7
10892,fordtj01,T.J. Ford,2006,22,MIL,72,2557,35.5,75.4
10893,simmobo01,Bobby Simmons,2006,25,MIL,75,2538,33.8,82.5
10894,magloja01,Jamaal Magloire,2006,27,MIL,82,2465,30.1,53.5
10895,bogutan01,Andrew Bogut,2006,21,MIL,82,2348,28.6,62.9
10896,willima01,Mo Williams,2006,23,MIL,58,1531,26.4,85.0
10897,bellch01,Charlie Bell,2006,26,MIL,59,1283,21.7,70.8
10898,kukocto01,Toni Kukoc,2006,37,MIL,65,1018,15.7,71.4
10899,smithjo02,Joe Smith,2006,30,MIL,44,887,20.2,77.4
10900,gadzuda01,Dan Gadzuric,2006,27,MIL,74,885,12.0,46.1
10901,welscji01,Jiri Welsch,2006,26,MIL,58,866,14.9,74.7
10902,jacksje01,Jermaine Jackson,2006,29,MIL,30,202,6.7,85.7
10903,johnser02,Ervin Johnson,2006,38,MIL,18,81,4.5,50.0
10904,gainere01,Reece Gaines,2006,25,MIL,12,54,4.5,25.0
10905,davisjo02,Josh Davis,2006,25,MIL,4,12,3.0,0.0
10919,garneke01,Kevin Garnett,2006,29,MIN,76,2957,38.9,81.0
10920,hassetr01,Trenton Hassell,2006,26,MIN,77,2514,32.6,74.4
10921,jaricma01,Marko Jaric,2006,27,MIN,75,2102,28.0,68.8
10922,szczewa02,Wally Szczerbiak,2006,28,MIN,40,1555,38.9,89.6
10923,davisri01,Ricky Davis,2006,26,MIN,36,1460,40.6,80.7
10924,mccanra01,Rashad McCants,2006,21,MIN,79,1362,17.2,73.6
10925,griffed01,Eddie Griffin,2006,23,MIN,70,1359,19.4,59.5
10926,banksma01,Marcus Banks,2006,24,MIN,40,1228,30.7,77.8
10927,blounma01,Mark Blount,2006,30,MIN,42,1157,27.5,74.7
10928,hudsotr01,Troy Hudson,2006,29,MIN,36,800,22.2,92.3
10929,olowomi01,Michael Olowokandi,2006,30,MIN,32,752,23.5,48.7
10930,reedju01,Justin Reed,2006,24,MIN,40,706,17.7,77.5
10931,madsema01,Mark Madsen,2006,30,MIN,62,676,10.9,42.6
10932,cartean01,Anthony Carter,2006,30,MIN,45,589,13.1,72.7
10933,duprero01,Ronald Dupree,2006,25,MIN,36,265,7.4,34.1
10934,frahmri01,Richie Frahm,2006,28,MIN,25,225,9.0,60.0
10935,wrighbr02,Bracey Wright,2006,21,MIN,7,135,19.3,87.5
10936,tskitni01,Nikoloz Tskitishvili,2006,22,MIN,5,13,2.6,50.0
10937,jefferi01,Richard Jefferson,2006,25,NJN,78,3059,39.2,81.2
10938,kiddja01,Jason Kidd,2006,32,NJN,80,2975,37.2,79.5
10939,cartevi01,Vince Carter,2006,29,NJN,79,2906,36.8,79.9
10940,krstine01,Nenad Krstic,2006,22,NJN,80,2469,30.9,69.8
10941,collija04,Jason Collins,2006,27,NJN,71,1895,26.7,51.2
10942,robincl02,Clifford Robinson,2006,39,NJN,80,1863,23.3,65.8
10943,vaughja01,Jacque Vaughn,2006,30,NJN,80,1234,15.4,72.8
10944,padgesc01,Scott Padgett,2006,29,NJN,62,718,11.6,79.4
10945,planizo01,Zoran Planinic,2006,23,NJN,56,596,10.6,69.7
10946,murrala01,Lamond Murray,2006,32,NJN,57,576,10.1,62.5
10947,mcinnje01,Jeff McInnis,2006,31,NJN,28,486,17.4,69.0
10948,jacksma02,Marc Jackson,2006,31,NJN,37,433,11.7,79.2
10949,wrighan01,Antoine Wright,2006,21,NJN,39,370,9.5,50.0
10950,nachbbo01,Bostjan Nachbar,2006,25,NJN,11,97,8.8,62.5
10951,thomajo02,John Thomas,2006,30,NJN,2,36,18.0,0.0
10952,johnsli01,Linton Johnson,2006,25,NJN,9,35,3.9,25.0
10953,zimmede01,Derrick Zimmerman,2006,24,NJN,2,32,16.0,0.0
10967,paulch01,Chris Paul,2006,20,NOK,78,2808,36.0,84.7
10968,westda01,David West,2006,25,NOK,74,2526,34.1,84.3
10969,brownpj01,P.J. Brown,2006,36,NOK,75,2380,31.7,82.7
10970,masonde01,Desmond Mason,2006,28,NOK,70,2102,30.0,68.2
10971,claxtsp01,Speedy Claxton,2006,27,NOK,71,2019,28.4,76.9
10972,butlera01,Rasual Butler,2006,26,NOK,79,1875,23.7,69.3
10973,snydeki01,Kirk Snyder,2006,22,NOK,68,1310,19.3,73.5
10974,smithjr01,JR Smith,2006,20,NOK,55,989,18.0,82.2
10975,williaa01,Aaron Williams,2006,34,NOK,34,692,20.4,67.3
10976,jacksma02,Marc Jackson,2006,31,NOK,27,594,22.0,82.4
10977,anderch01,Chris Andersen,2006,27,NOK,32,570,17.8,47.6
10978,johnsli01,Linton Johnson,2006,25,NOK,27,489,18.1,73.9
10979,vromaja01,Jackson Vroman,2006,24,NOK,41,406,9.9,47.7
10980,nachbbo01,Bostjan Nachbar,2006,25,NOK,25,405,16.2,69.4
10981,bassbr01,Brandon Bass,2006,20,NOK,29,268,9.2,63.2
10982,norrimo01,Moochie Norris,2006,32,NOK,16,183,11.4,64.0
10983,macijar01,Arvydas Macijauskas,2006,26,NOK,19,135,7.1,86.7
10984,fizerma01,Marcus Fizer,2006,27,NOK,3,39,13.0,50.0
10985,lampema01,Maciej Lampe,2006,20,NOK,2,16,8.0,0.0
10986,crawfja01,Jamal Crawford,2006,25,NYK,79,2555,32.3,82.6
10987,marbust01,Stephon Marbury,2006,28,NYK,60,2193,36.6,75.5
10988,curryed01,Eddy Curry,2006,23,NYK,72,1865,25.9,63.2
10989,fryech01,Channing Frye,2006,22,NYK,65,1572,24.2,82.5
10990,robinna01,Nate Robinson,2006,21,NYK,72,1544,21.4,75.2
10991,richaqu01,Quentin Richardson,2006,25,NYK,55,1442,26.2,67.0
10992,tayloma01,Maurice Taylor,2006,29,NYK,67,1210,18.1,69.9
10993,leeda02,David Lee,2006,22,NYK,67,1129,16.9,57.7
10994,rosema01,Malik Rose,2006,31,NYK,72,1119,15.5,78.1
10995,woodsqy01,Qyntel Woods,2006,24,NYK,49,1013,20.7,64.5
10996,davisan01,Antonio Davis,2006,37,NYK,36,749,20.8,73.8
10997,roseja01,Jalen Rose,2006,33,NYK,26,747,28.7,81.2
10998,butleja01,Jackie Butler,2006,20,NYK,55,740,13.5,75.3
10999,arizatr01,Trevor Ariza,2006,20,NYK,36,709,19.7,54.5
11000,francst01,Steve Francis,2006,28,NYK,24,659,27.5,76.1
11001,jamesje01,Jerome James,2006,30,NYK,45,406,9.0,62.5
11002,udokaim01,Ime Udoka,2006,28,NYK,8,114,14.3,50.0
11003,barnema02,Matt Barnes,2006,25,NYK,6,93,15.5,75.0
11004,hardaan01,Anfernee Hardaway,2006,34,NYK,4,72,18.0,100.0
11005,howardw01,Dwight Howard,2006,20,ORL,82,3021,36.8,59.5
11006,stevede01,DeShawn Stevenson,2006,24,ORL,82,2648,32.3,74.4
11007,turkohe01,Hedo Turkoglu,2006,26,ORL,78,2615,33.5,86.1
11008,battito01,Tony Battie,2006,29,ORL,82,2215,27.0,66.4
11009,nelsoja01,Jameer Nelson,2006,23,ORL,62,1784,28.8,77.9
11010,francst01,Steve Francis,2006,28,ORL,46,1734,37.7,79.7
11011,doolike01,Keyon Dooling,2006,25,ORL,50,1137,22.7,83.5
11012,garripa01,Pat Garrity,2006,29,ORL,57,938,16.5,81.1
11013,milicda01,Darko Milicic,2006,20,ORL,30,627,20.9,59.5
11014,hillgr01,Grant Hill,2006,33,ORL,21,613,29.2,76.5
11015,arroyca01,Carlos Arroyo,2006,26,ORL,27,594,22.0,81.0
11016,augmost01,Stacey Augmon,2006,37,ORL,36,385,10.7,70.0
11017,outlabo01,Bo Outlaw,2006,34,ORL,32,355,11.1,62.5
11018,catoke01,Kelvin Cato,2006,31,ORL,23,299,13.0,74.3
11019,arizatr01,Trevor Ariza,2006,20,ORL,21,290,13.8,70.0
11020,dienetr01,Travis Diener,2006,23,ORL,23,246,10.7,83.3
11021,kasunma01,Mario Kasun,2006,25,ORL,28,213,7.6,78.3
11022,morrite01,Terence Morris,2006,27,ORL,22,192,8.7,100.0
11023,iversal01,Allen Iverson,2006,30,PHI,72,3103,43.1,81.4
11024,iguodan01,Andre Iguodala,2006,22,PHI,82,3086,37.6,75.4
11025,webbech01,Chris Webber,2006,32,PHI,75,2893,38.6,75.6
11026,korveky01,Kyle Korver,2006,24,PHI,82,2563,31.3,84.9
11027,salmojo01,John Salmons,2006,26,PHI,82,2059,25.1,77.5
11028,dalemsa01,Samuel Dalembert,2006,24,PHI,66,1761,26.7,70.5
11029,huntest01,Steven Hunter,2006,24,PHI,69,1312,19.0,51.4
11030,ollieke01,Kevin Ollie,2006,33,PHI,70,1069,15.3,83.7
11031,barnema02,Matt Barnes,2006,25,PHI,50,538,10.8,67.4
11032,randosh01,Shavlik Randolph,2006,22,PHI,57,487,8.5,60.6
11033,bradlmi01,Michael Bradley,2006,26,PHI,46,367,8.0,66.7
11034,nailole01,Lee Nailon,2006,30,PHI,22,237,10.8,86.7
11035,greenwi01,Willie Green,2006,24,PHI,10,153,15.3,80.0
11036,willilo02,Lou Williams,2006,19,PHI,30,145,4.8,61.5
11037,thomaja02,James Thomas,2006,25,PHI,15,124,8.3,57.1
11038,gaide01,Deng Gai,2006,23,PHI,2,5,2.5,0.0
11039,hamilze01,Zendon Hamilton,2006,30,PHI,1,3,3.0,50.0
11040,mariosh01,Shawn Marion,2006,27,PHO,81,3263,40.3,80.9
11041,bellra01,Raja Bell,2006,29,PHO,79,2959,37.5,78.8
11042,diawbo01,Boris Diaw,2006,23,PHO,81,2874,35.5,73.1
11043,nashst01,Steve Nash,2006,31,PHO,79,2796,35.4,92.1
11044,jonesja02,James Jones,2006,25,PHO,75,1772,23.6,85.1
11045,barbole01,Leandro Barbosa,2006,23,PHO,57,1592,27.9,75.5
11046,houseed01,Eddie House,2006,27,PHO,81,1421,17.5,80.5
11047,thomaku01,Kurt Thomas,2006,33,PHO,53,1411,26.6,81.5
11048,thomati01,Tim Thomas,2006,28,PHO,26,634,24.4,66.7
11049,jacksji01,Jim Jackson,2006,35,PHO,27,420,15.6,69.2
11050,burkepa01,Pat Burke,2006,32,PHO,42,346,8.2,61.9
11051,grantbr01,Brian Grant,2006,33,PHO,21,248,11.8,87.5
11052,tskitni01,Nikoloz Tskitishvili,2006,22,PHO,12,86,7.2,66.7
11053,stoudam01,Amar'e Stoudemire,2006,23,PHO,3,50,16.7,88.9
11054,thompdi01,Dijon Thompson,2006,22,PHO,10,43,4.3,100.0
11055,barrean01,Andre Barrett,2006,23,PHO,2,21,10.5,100.0
11056,fordsh02,Sharrod Ford,2006,24,PHO,3,13,4.3,0.0
11057,davisjo02,Josh Davis,2006,25,PHO,1,5,5.0,66.7
11070,randoza01,Zach Randolph,2006,24,POR,74,2545,34.4,71.4
11071,dixonju01,Juan Dixon,2006,27,POR,76,1920,25.3,80.4
11072,blakest01,Steve Blake,2006,25,POR,68,1781,26.2,79.1
11073,telfase01,Sebastian Telfair,2006,20,POR,68,1641,24.1,74.3
11074,jackja01,Jarrett Jack,2006,22,POR,79,1599,20.2,80.0
11075,khryavi01,Viktor Khryapa,2006,23,POR,69,1492,21.6,69.4
11076,przybjo01,Joel Przybilla,2006,26,POR,56,1395,24.9,53.2
11077,ratlith01,Theo Ratliff,2006,32,POR,55,1301,23.7,65.1
11078,milesda01,Darius Miles,2006,24,POR,40,1286,32.2,53.4
11079,outlatr01,Travis Outlaw,2006,21,POR,69,1153,16.7,69.7
11080,webstma02,Martell Webster,2006,19,POR,61,1070,17.5,85.9
11081,patteru01,Ruben Patterson,2006,30,POR,45,1056,23.5,61.1
11082,skinnbr01,Brian Skinner,2006,29,POR,27,515,19.1,51.7
11083,moniase01,Sergei Monia,2006,22,POR,23,336,14.6,66.7
11084,lenarvo01,Voshon Lenard,2006,32,POR,14,220,15.7,61.1
11085,seungha01,Ha Seung-Jin,2006,20,POR,27,212,7.9,47.1
11086,smithch04,Charles Smith,2006,30,POR,21,208,9.9,62.5
11087,bibbymi01,Mike Bibby,2006,27,SAC,82,3167,38.6,84.9
11088,millebr01,Brad Miller,2006,29,SAC,79,2923,37.0,82.8
11089,thomake01,Kenny Thomas,2006,28,SAC,82,2293,28.0,67.6
11090,abdursh01,Shareef Abdur-Rahim,2006,29,SAC,72,1961,27.2,78.4
11091,martike02,Kevin Martin,2006,22,SAC,72,1913,26.6,84.7
11092,wellsbo01,Bonzi Wells,2006,29,SAC,52,1684,32.4,67.9
11093,artesro01,Metta World Peace,2006,26,SAC,40,1604,40.1,71.7
11094,garcifr01,Francisco Garcia,2006,24,SAC,67,1301,19.4,77.2
11095,stojape01,Peja Stojakovic,2006,28,SAC,31,1147,37.0,93.3
11096,hartja01,Jason Hart,2006,27,SAC,66,818,12.4,66.1
11097,skinnbr01,Brian Skinner,2006,29,SAC,38,429,11.3,44.4
11098,willico02,Corliss Williamson,2006,32,SAC,37,362,9.8,77.6
11099,pricero01,Ronnie Price,2006,22,SAC,29,150,5.2,100.0
11100,sampsja01,Jamal Sampson,2006,22,SAC,12,39,3.3,0.0
11101,potapvi01,Vitaly Potapenko,2006,30,SAC,9,32,3.6,0.0
11102,moniase01,Sergei Monia,2006,22,SAC,3,7,2.3,100.0
11115,duncati01,Tim Duncan,2006,29,SAS,80,2784,34.8,62.9
11116,bowenbr01,Bruce Bowen,2006,34,SAS,82,2755,33.6,60.7
11117,parketo01,Tony Parker,2006,23,SAS,80,2715,33.9,70.7
11118,finlemi01,Michael Finley,2006,32,SAS,77,2038,26.5,85.2
11119,ginobma01,Manu Ginobili,2006,28,SAS,65,1813,27.9,77.8
11120,nestera01,Rasho Nesterovic,2006,29,SAS,80,1515,18.9,60.0
11121,mohamna01,Nazr Mohammed,2006,28,SAS,80,1389,17.4,78.5
11122,barrybr01,Brent Barry,2006,34,SAS,74,1259,17.0,66.1
11123,horryro01,Robert Horry,2006,35,SAS,63,1182,18.8,64.7
11124,vanexni01,Nick Van Exel,2006,34,SAS,65,986,15.2,68.3
11125,udrihbe01,Beno Udrih,2006,23,SAS,54,586,10.9,78.0
11126,obertfa01,Fabricio Oberto,2006,30,SAS,59,490,8.3,55.6
11127,marksse01,Sean Marks,2006,30,SAS,25,181,7.2,58.3
11128,sandeme01,Melvin Sanders,2006,25,SAS,16,113,7.1,70.0
11129,scaleal01,Alex Scales,2006,27,SAS,1,0,0.0,0.0
11142,allenra02,Ray Allen,2006,30,SEA,78,3022,38.7,90.3
11143,lewisra02,Rashard Lewis,2006,26,SEA,78,2876,36.9,81.8
11144,ridnolu01,Luke Ridnour,2006,24,SEA,79,2625,33.2,87.7
11145,wilkida02,Damien Wilkins,2006,26,SEA,82,1525,18.6,84.0
11146,collini01,Nick Collison,2006,25,SEA,66,1448,21.9,69.9
11147,petrojo01,Johan Petro,2006,20,SEA,68,1282,18.9,62.7
11148,radmavl01,Vladimir Radmanovic,2006,25,SEA,47,1089,23.2,88.7
11149,murraro01,Ronald Murray,2006,26,SEA,48,1085,22.6,71.7
11150,swiftro01,Robert Swift,2006,20,SEA,47,987,21.0,58.2
11151,wilcoch01,Chris Wilcox,2006,23,SEA,29,872,30.1,78.7
11152,evansre01,Reggie Evans,2006,25,SEA,41,788,19.2,55.0
11153,watsoea01,Earl Watson,2006,26,SEA,24,603,25.1,73.1
11154,mooremi01,Mikki Moore,2006,30,SEA,47,583,12.4,74.2
11155,potapvi01,Vitaly Potapenko,2006,30,SEA,24,321,13.4,58.8
11156,fortsda01,Danny Fortson,2006,29,SEA,23,276,12.0,76.7
11157,cleavma01,Mateen Cleaves,2006,28,SEA,27,230,8.5,79.2
11158,wilksmi01,Mike Wilks,2006,26,SEA,10,105,10.5,65.5
11159,felixno01,Noel Felix,2006,24,SEA,12,82,6.8,62.5
11160,brunsri01,Rick Brunson,2006,33,SEA,4,31,7.8,0.0
11161,petermo01,Morris Peterson,2006,28,TOR,82,3140,38.3,82.0
11162,jamesmi01,Mike James,2006,30,TOR,79,2925,37.0,83.7
11163,boshch01,Chris Bosh,2006,21,TOR,70,2751,39.3,81.6
11164,villach01,Charlie Villanueva,2006,21,TOR,81,2361,29.1,70.6
11165,bonnema01,Matt Bonner,2006,25,TOR,78,1710,21.9,82.9
11166,grahajo01,Joey Graham,2006,23,TOR,80,1581,19.8,81.2
11167,caldejo01,Jose Calderon,2006,24,TOR,64,1487,23.2,84.8
11168,roseja01,Jalen Rose,2006,33,TOR,46,1236,26.9,76.5
11169,araujra01,Rafael Araujo,2006,25,TOR,52,601,11.6,53.6
11170,sowpa01,Pape Sow,2006,24,TOR,42,590,14.0,71.9
11171,willier01,Eric Williams,2006,33,TOR,28,352,12.6,73.7
11172,martida01,Darrick Martin,2006,34,TOR,40,339,8.5,75.0
11173,woodslo01,Loren Woods,2006,27,TOR,27,324,12.0,42.9
11174,barrean01,Andre Barrett,2006,23,TOR,17,261,15.4,66.7
11175,davisan01,Antonio Davis,2006,37,TOR,8,191,23.9,35.0
11176,williaa01,Aaron Williams,2006,34,TOR,14,99,7.1,83.3
11177,willial02,Alvin Williams,2006,31,TOR,1,10,10.0,50.0
11178,okurme01,Mehmet Okur,2006,26,UTA,82,2945,35.9,78.0
11179,kirilan01,Andrei Kirilenko,2006,24,UTA,69,2604,37.7,69.9
11180,willide01,Deron Williams,2006,21,UTA,80,2307,28.8,70.4
11181,harprma01,Matt Harpring,2006,29,UTA,71,1944,27.4,72.5
11182,collija03,Jarron Collins,2006,27,UTA,79,1730,21.9,71.7
11183,brownde02,Devin Brown,2006,27,UTA,81,1711,21.1,74.5
11184,palacmi01,Milt Palacio,2006,27,UTA,71,1376,19.4,65.3
11185,mcleoke01,Keith McLeod,2006,26,UTA,66,1232,18.7,79.7
11186,boozeca01,Carlos Boozer,2006,24,UTA,33,1025,31.1,72.3
11187,giricgo01,Gordan Giricek,2006,28,UTA,37,956,25.8,75.4
11188,ostergr01,Greg Ostertag,2006,32,UTA,60,807,13.5,50.0
11189,humphkr01,Kris Humphries,2006,20,UTA,62,619,10.0,52.3
11190,whalero01,Robert Whaley,2006,23,UTA,23,212,9.2,50.0
11191,owensan01,Andre Owens,2006,25,UTA,23,210,9.1,66.7
11192,milescj01,CJ Miles,2006,18,UTA,23,203,8.8,75.0
11193,arenagi01,Gilbert Arenas,2006,24,WAS,80,3384,42.3,82.0
11194,jamisan01,Antawn Jamison,2006,29,WAS,82,3288,40.1,73.1
11195,butleca01,Caron Butler,2006,25,WAS,75,2708,36.1,87.0
11196,daniean01,Antonio Daniels,2006,30,WAS,80,2283,28.5,84.5
11197,jeffrja01,Jared Jeffries,2006,24,WAS,77,1951,25.3,58.9
11198,haywobr01,Brendan Haywood,2006,26,WAS,79,1879,23.8,58.5
11199,thomaet01,Etan Thomas,2006,27,WAS,71,1121,15.8,60.0
11200,ruffimi01,Michael Ruffin,2006,29,WAS,76,1010,13.3,50.0
11201,atkinch01,Chucky Atkins,2006,31,WAS,28,552,19.7,71.0
11202,hayesja01,Jarvis Hayes,2006,24,WAS,21,516,24.6,83.3
11203,taylodo01,Donell Taylor,2006,23,WAS,51,465,9.1,69.8
11204,boothca01,Calvin Booth,2006,29,WAS,33,250,7.6,55.6
11205,blatcan01,Andray Blatche,2006,19,WAS,29,175,6.0,83.3
11206,thomabi01,Billy Thomas,2006,30,WAS,17,131,7.7,100.0
11207,storeaw01,Awvee Storey,2006,28,WAS,25,116,4.6,57.1
11218,harrial01,Al Harrington,2005,24,ATL,66,2550,38.6,67.2
11219,childjo01,Josh Childress,2005,21,ATL,80,2376,29.7,82.3
11220,walkean02,Antoine Walker,2005,28,ATL,53,2128,40.2,53.4
11221,smithjo03,Josh Smith,2005,19,ATL,74,2050,27.7,68.8
11222,luety01,Tyronn Lue,2005,27,ATL,49,1528,31.2,87.1
11223,drobnpr01,Predrag Drobnjak,2005,29,ATL,71,1435,20.2,80.0
11224,delkto01,Tony Delk,2005,31,ATL,56,1340,23.9,75.7
11225,diawbo01,Boris Diaw,2005,22,ATL,66,1201,18.2,74.0
11226,collija02,Jason Collier,2005,27,ATL,70,942,13.5,67.6
11227,iveyro01,Royal Ivey,2005,23,ATL,62,809,13.0,70.1
11228,guglito01,Tom Gugliotta,2005,35,ATL,27,748,27.7,78.4
11229,ekeziob01,Obinna Ekezie,2005,29,ATL,42,732,17.4,77.4
11230,anderke01,Kenny Anderson,2005,34,ATL,39,717,18.4,73.0
11231,smithdo04,Donta Smith,2005,21,ATL,38,433,11.4,68.8
11232,willike02,Kevin Willis,2005,42,ATL,29,344,11.9,73.9
11233,barryjo01,Jon Barry,2005,35,ATL,16,275,17.2,76.9
11234,stewami01,Michael Stewart,2005,29,ATL,12,145,12.1,42.9
11235,mccoyje01,Jelani McCoy,2005,27,ATL,10,88,8.8,20.0
11236,millean01,Anthony Miller,2005,33,ATL,2,9,4.5,0.0
11237,thomaja02,James Thomas,2005,24,ATL,2,5,2.5,0.0
11238,piercpa01,Paul Pierce,2005,27,BOS,82,2960,36.1,82.2
11239,davisri01,Ricky Davis,2005,25,BOS,82,2696,32.9,81.5
11240,paytoga01,Gary Payton,2005,36,BOS,77,2541,33.0,76.1
11241,lafrera01,Raef LaFrentz,2005,28,BOS,80,2196,27.5,81.1
11242,blounma01,Mark Blount,2005,29,BOS,82,2130,26.0,71.3
11243,allento01,Tony Allen,2005,23,BOS,77,1262,16.4,73.7
11244,banksma01,Marcus Banks,2005,23,BOS,81,1145,14.1,74.2
11245,welscji01,Jiri Welsch,2005,25,BOS,55,1125,20.5,77.3
11246,jeffeal01,Al Jefferson,2005,20,BOS,71,1051,14.8,63.0
11247,walkean02,Antoine Walker,2005,28,BOS,24,827,34.5,55.7
11248,mccarwa01,Walter McCarty,2005,30,BOS,44,553,12.6,53.3
11249,perkike01,Kendrick Perkins,2005,20,BOS,60,548,9.1,63.8
11250,westde01,Delonte West,2005,21,BOS,39,507,13.0,70.4
11251,guglito01,Tom Gugliotta,2005,35,BOS,20,218,10.9,66.7
11252,reedju01,Justin Reed,2005,23,BOS,23,121,5.3,73.3
11265,okafoem01,Emeka Okafor,2005,22,CHA,73,2600,35.6,60.9
11266,brezepr01,Primoz Brezec,2005,25,CHA,72,2276,31.6,74.5
11267,wallage01,Gerald Wallace,2005,22,CHA,70,2147,30.7,66.1
11268,knighbr01,Brevin Knight,2005,29,CHA,66,1944,29.5,85.2
11269,hartja01,Jason Hart,2005,26,CHA,74,1887,25.5,78.5
11270,boganke01,Keith Bogans,2005,24,CHA,74,1791,24.2,72.7
11271,elyme01,Melvin Ely,2005,26,CHA,79,1649,20.9,57.5
11272,kaponja01,Jason Kapono,2005,23,CHA,81,1491,18.4,82.4
11273,rushka01,Kareem Rush,2005,24,CHA,34,877,25.8,76.1
11274,smithst01,Steve Smith,2005,35,CHA,37,636,17.2,87.0
11275,smithth01,Theron Smith,2005,24,CHA,33,510,15.5,87.5
11276,carroma01,Matt Carroll,2005,24,CHA,25,430,17.2,85.5
11277,sampsja01,Jamal Sampson,2005,21,CHA,23,329,14.3,59.0
11278,robinbe01,Bernard Robinson,2005,24,CHA,31,328,10.6,69.2
