artist,song,duration_ms,year,top half,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,explicit,explicity binary
Britney Spears,Oops!...I Did It Again,211160,2000,1,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,pop,False,0
blink-182,All The Small Things,167066,1999,1,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,"rock, pop",False,0
Faith Hill,Breathe,250546,1999,1,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,"pop, country",False,0
Bon Jovi,It's My Life,224493,2000,1,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,"rock, metal",False,0
*NSYNC,Bye Bye Bye,200560,2000,1,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,pop,False,0
Sisqo,Thong Song,253733,1999,1,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,"hip hop, pop, R&B",True,1
Eminem,The Real Slim Shady,284200,2000,1,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,hip hop,True,1
Robbie Williams,Rock DJ,258560,2000,1,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,"pop, rock",False,0
Destiny's Child,Say My Name,271333,1999,1,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,"pop, R&B",False,0
Modjo,Lady - Hear Me Tonight,307153,2001,1,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,Dance/Electronic,False,0
Gigi D'Agostino,L'Amour Toujours,238759,2011,0,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,pop,False,0
Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,268863,1999,1,0.745,0.958,7,-9.664,1,0.0287,0.0813,0.324,0.533,0.96,129.962,pop,False,0
Bomfunk MC's,Freestyler,306333,2000,1,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826,pop,False,0
Sting,Desert Rose,285960,1999,1,0.586,0.659,0,-7.92,0,0.0304,0.011,0.0,0.106,0.147,111.989,"rock, pop",False,0
Melanie C,Never Be The Same Again,294200,1999,1,0.689,0.685,3,-5.153,1,0.0478,0.0921,0.0,0.119,0.398,160.067,"pop, Dance/Electronic",False,0
Aaliyah,Try Again,284000,2002,0,0.797,0.622,6,-5.642,0,0.29,0.0807,0.0,0.0841,0.731,93.02,"hip hop, pop, R&B",False,0
Anastacia,I'm Outta Love - Radio Edit,245400,1999,1,0.761,0.716,10,-5.8,0,0.056,0.396,0.0,0.0771,0.649,119.41,pop,False,0
Alice Deejay,Better Off Alone,214883,2000,1,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,pop,False,0
Gigi D'Agostino,The Riddle,285426,1999,1,0.74,0.876,6,-6.87,0,0.0369,0.0173,0.00152,0.0785,0.825,127.002,pop,False,0
Dr. Dre,The Next Episode,161506,1999,1,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,hip hop,True,1
Linkin Park,In the End,216880,2000,1,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,"rock, metal",False,0
Tom Jones,Sexbomb,211893,1999,1,0.801,0.876,8,-3.94,0,0.0446,0.144,1.38e-05,0.104,0.932,122.979,"rock, Folk/Acoustic, easy listening",False,0
Sonique,It Feels So Good,240866,2000,1,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,pop,False,0
M.O.P.,Cold as Ice,244466,2000,0,0.656,0.88,11,-5.425,0,0.143,0.0421,0.0,0.294,0.758,85.565,hip hop,True,1
Melanie C,I Turn To You,352173,1999,0,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,"pop, Dance/Electronic",False,0
Limp Bizkit,Take A Look Around,321040,2000,1,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,metal,False,0
Darude,Sandstorm,225493,2001,1,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,"pop, Dance/Electronic",False,0
Da Brat,What'chu Like (feat. Tyrese),221160,2000,0,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,"hip hop, pop, R&B",True,1
Moloko,The Time Is Now,318280,2000,0,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,"pop, Dance/Electronic",False,0
Chicane,Don't Give Up,210786,2016,0,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,Dance/Electronic,False,0
DMX,Party Up,268866,1999,1,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,"hip hop, pop",True,1
Debelah Morgan,Dance with Me,220106,2000,0,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,"pop, R&B",False,0
Madonna,Music,225973,2000,1,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,pop,False,0
Ruff Endz,No More,242560,2000,0,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,R&B,False,0
Britney Spears,Born to Make You Happy,243533,1999,1,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,pop,False,0
Montell Jordan,Get It On Tonite,276266,1999,1,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.0817,0.868,99.008,"hip hop, pop, R&B",False,0
Kylie Minogue,Spinning Around,207866,2000,1,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,"pop, Dance/Electronic",False,0
JAY-Z,Big Pimpin',283066,1999,1,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,hip hop,True,1
LeAnn Rimes,I Need You,229826,2001,1,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,"pop, country",False,0
Avant,Separated,255600,2000,1,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,"pop, R&B",False,0
Enrique Iglesias,Be With You,219360,1999,0,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,"pop, latin",False,0
Toni Braxton,He Wasn't Man Enough,261933,2000,1,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,"pop, R&B",False,0
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,175893,2000,0,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,"hip hop, pop, R&B",False,0
Dr. Dre,Forgot About Dre,222293,1999,1,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,hip hop,True,1
Missy Elliott,Hot Boyz,215466,1998,0,0.727,0.445,1,-11.241,1,0.291,0.339,0.0,0.18,0.527,81.125,"hip hop, pop, R&B",True,1
Backstreet Boys,Show Me the Meaning of Being Lonely,234960,1999,1,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,pop,False,0
Samantha Mumba,Gotta Tell You,201946,2018,0,0.729,0.632,0,-8.75,0,0.0279,0.191,0.0,0.166,0.774,109.981,pop,False,0
Mýa,Case Of The Ex (Whatcha Gonna Do),236906,2000,1,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,"pop, R&B",False,0
Mary Mary,Shackles (Praise You),198346,2000,1,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,R&B,False,0
Next,Wifey,243666,2004,0,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,"hip hop, pop, R&B",False,0
Janet Jackson,Doesn't Really Matter,265026,2001,0,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,"pop, R&B",False,0
Ricky Martin,She Bangs - English Version,280626,2000,1,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,"pop, latin",False,0
Jagged Edge,He Can't Love U,244053,2000,1,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,"hip hop, pop, R&B",False,0
Sisqo,Incomplete,274226,1999,1,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,"hip hop, pop, R&B",True,1
JAY-Z,I Just Wanna Love U (Give It 2 Me),227866,2000,1,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,hip hop,True,1
Mariah Carey,Thank God I Found You (feat. Joe & 98°),257360,1999,1,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297,"pop, R&B",False,0
Baha Men,Who Let The Dogs Out,198400,2000,1,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,R&B,False,0
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",243733,1999,1,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,"pop, R&B",True,1
LeAnn Rimes,Can't Fight The Moonlight,215506,2001,1,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,"pop, country",False,0
Oasis,Go Let It Out,278666,2000,0,0.408,0.849,2,-5.631,1,0.0333,0.0136,2.51e-05,0.56,0.628,84.192,"Folk/Acoustic, rock",False,0
DJ Ötzi,Hey Baby (Radio Mix),219240,2010,1,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,"pop, easy listening, Dance/Electronic",False,0
P!nk,Most Girls,298960,2000,0,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922,pop,False,0
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),199480,2011,0,0.471,0.514,1,-5.599,1,0.0315,0.584,0.0,0.103,0.373,117.338,"pop, R&B",False,0
Craig David,Fill Me In,257200,2000,1,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,"hip hop, pop, R&B",False,0
Christina Aguilera,I Turn to You,273706,1999,1,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,pop,False,0
Madonna,American Pie,273533,2000,1,0.631,0.734,5,-7.48,0,0.036,0.348,0.0,0.135,0.591,124.036,pop,False,0
Red Hot Chili Peppers,Otherside,255373,1999,1,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,rock,False,0
Sammie,I Like It,251040,2000,1,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,"hip hop, pop, R&B",False,0
Craig David,7 Days,235133,2000,1,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,"hip hop, pop, R&B",False,0
Santana,Maria Maria (feat. The Product G&B),261973,1999,1,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,"rock, blues, latin",False,0
Kandi,Don't Think I'm Not,243533,2000,1,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,"pop, R&B",False,0
P!nk,There You Go,202800,2000,1,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,pop,False,0
Vengaboys,Shalala Lala,214819,2000,1,0.751,0.901,2,-5.802,1,0.0328,0.0504,0.00308,0.0395,0.973,124.017,pop,False,0
Ronan Keating,Life Is A Rollercoaster,234826,2000,1,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,"pop, rock",False,0
Madison Avenue,Don't Call Me Baby,228140,1999,1,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,Dance/Electronic,False,0
Destiny's Child,"Jumpin', Jumpin'",230200,1999,1,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,"pop, R&B",False,0
Céline Dion,That's the Way It Is,241373,1999,1,0.634,0.886,9,-5.424,1,0.0434,0.154,0.0,0.118,0.577,93.04,pop,False,0
3 Doors Down,Kryptonite,233933,2000,1,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,"pop, rock, metal",False,0
Carl Thomas,I Wish,226760,2000,0,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,"pop, R&B",False,0
Mystikal,Shake Ya Ass,256973,2000,1,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,"hip hop, pop",True,1
Fuel,Hemorrhage (In My Hands),236866,2000,0,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,"rock, pop, metal",False,0
Donell Jones,Where I Wanna Be,253626,1999,1,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,"pop, R&B",False,0
Savage Garden,Crash and Burn,281466,1999,0,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,pop,False,0
Westlife,My Love,231760,2000,1,0.491,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.328,144.142,pop,False,0
All Saints,Pure Shores,268746,2000,1,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,pop,False,0
Destiny's Child,"Independent Women, Pt. 1",221133,2001,1,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,"pop, R&B",False,0
*NSYNC,It's Gonna Be Me,191040,2000,1,0.644,0.874,0,-4.666,0,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09,pop,False,0
Erykah Badu,Bag Lady,348893,2000,0,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,"hip hop, R&B",False,0
Marc Anthony,You Sang To Me,347106,1999,1,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,"pop, latin",False,0
Matchbox Twenty,Bent,256133,2000,0,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,"pop, rock",False,0
Gabrielle,Rise,219093,2001,1,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,"pop, R&B",False,0
Backstreet Boys,Shape of My Heart,230093,2000,1,0.575,0.786,9,-4.353,1,0.0296,0.252,0.0,0.159,0.518,96.102,pop,False,0
Creed,With Arms Wide Open,274800,1999,1,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,"pop, rock, metal",False,0
The Corrs,Breathless,207506,2000,1,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,"pop, Folk/Acoustic",False,0
Joe,I Wanna Know,296693,2000,1,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,"pop, R&B",False,0
Wheatus,Teenage Dirtbag,241666,1999,1,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,set(),True,1
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,1,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,pop,False,0
Creed,Higher,316733,1999,1,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,"pop, rock, metal",False,0
Britney Spears,Lucky,206226,2000,1,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,pop,False,0
Nelly,Country Grammar (Hot Shit),287000,2000,1,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,"hip hop, pop, R&B",True,1
Shaggy,It Wasn't Me,227600,2000,1,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,"hip hop, pop",False,0
Destiny's Child,Survivor,254026,2001,1,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,"pop, R&B",False,0
Eminem,Stan,404106,2000,1,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,hip hop,True,1
Kylie Minogue,Can't Get You out of My Head,230640,2001,1,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,"pop, Dance/Electronic",False,0
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",264893,2001,1,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,pop,False,0
Nelly Furtado,I'm Like A Bird,243160,2000,0,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,"hip hop, pop, latin",False,0
Shakira,"Whenever, Wherever",196160,2001,1,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,"pop, latin",False,0
Jimmy Eat World,The Middle,165853,2001,1,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,"rock, pop",False,0
Train,Drops of Jupiter (Tell Me),259933,2001,1,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,pop,False,0
Geri Halliwell,It's Raining Men,254640,2001,1,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,pop,False,0
Blu Cantrell,Hit 'Em Up Style (Oops!),250706,2001,1,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,"pop, R&B",False,0
Britney Spears,I'm a Slave 4 U,203600,2001,1,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,pop,False,0
Kylie Minogue,In Your Eyes,197826,2001,1,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,"pop, Dance/Electronic",False,0
Missy Elliott,One Minute Man (feat. Ludacris),252986,2001,1,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,"hip hop, pop, R&B",True,1
Mary J. Blige,Family Affair,265866,2001,1,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,"pop, R&B",False,0
Faithless,We Come 1 - Radio Edit,222435,2015,0,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,"pop, Dance/Electronic",False,0
Limp Bizkit,Rollin' (Air Raid Vehicle),213760,2000,1,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,metal,True,1
Lasgo,Something,220973,2001,1,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,pop,False,0
iio,Rapture (feat.Nadia Ali),253586,2006,0,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,Dance/Electronic,False,0
Emma Bunton,What Took You So Long?,241000,2001,0,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,pop,False,0
112,It's Over Now,264933,2001,1,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,"hip hop, pop, R&B",False,0
Blue,All Rise,223546,2001,1,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,pop,False,0
Jessica Simpson,Irresistible,194026,2001,0,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,"pop, R&B",False,0
Crazy Town,Butterfly,216733,1999,1,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,"rock, metal",False,0
Michael Jackson,You Rock My World,337733,2001,1,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,"pop, R&B",False,0
Eve,Let Me Blow Ya Mind,230133,2001,1,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,"hip hop, pop, R&B",True,1
Jennifer Lopez,Ain't It Funny,246160,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,"hip hop, pop, R&B",False,0
Brandy,Another Day in Paradise - R&B-Version,271626,2002,0,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,"hip hop, pop, R&B",False,0
Nickelback,How You Remind Me,223840,2001,1,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,"rock, metal",False,0
Daft Punk,One More Time,320357,2001,1,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,"hip hop, Dance/Electronic",False,0
Outkast,Ms. Jackson,270506,2000,1,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,"hip hop, pop",True,1
Fragma,Everytime You Need Me - Radio Version,213346,2001,0,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,"pop, Dance/Electronic",False,0
Mariah Carey,Loverboy,229173,2001,0,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,"pop, R&B",False,0
Dido,Thank You,218360,1999,1,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,pop,False,0
Joe,Stutter (feat. Mystikal) - Double Take Remix,213026,2000,1,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,"pop, R&B",False,0
P.O.D.,Youth of the Nation,256240,2001,1,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,"rock, metal",False,0
Jennifer Lopez,Play,211493,2001,1,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,"hip hop, pop, R&B",True,1
Missy Elliott,Get Ur Freak On,211120,2001,1,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,"hip hop, pop, R&B",True,1
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,2008,0,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,"pop, latin",False,0
Christina Milian,AM To PM,231213,2001,1,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,"hip hop, pop, R&B",False,0
Roger Sanchez,Another Chance,452906,2000,0,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,Dance/Electronic,False,0
Gorillaz,Clint Eastwood,340920,2001,1,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,hip hop,True,1
2Pac,Until The End Of Time,266506,2001,1,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,hip hop,True,1
Tamia,Stranger in My House,285386,2000,0,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,"pop, R&B",False,0
Mary J. Blige,No More Drama,326240,2001,1,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,"pop, R&B",False,0
Jennifer Lopez,Love Don't Cost a Thing,221226,2001,1,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,"hip hop, pop, R&B",False,0
Jamiroquai,Little L,295400,2001,1,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,pop,False,0
Case,Missing You,284666,2001,1,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,"hip hop, pop, R&B",False,0
Five,Let's Dance - Radio Edit,218626,2001,0,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop,False,0
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213133,2001,0,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic,False,0
Alien Ant Farm,Smooth Criminal,209266,2001,1,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,"rock, metal",False,0
Erick Sermon,Music (feat. Marvin Gaye),223133,2001,1,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,"hip hop, pop",True,1
D12,Purple Pills,304506,2001,1,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,"hip hop, pop, rock",True,1
Usher,Pop Ya Collar - Radio Edit,210813,2016,0,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,"hip hop, pop, R&B",False,0
Madonna,Don't Tell Me,280973,2000,0,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,False,0
Blue,If You Come Back,207560,2001,1,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375,pop,False,0
Atomic Kitten,Eternal Flame - Single Version,195506,2001,1,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop,False,0
Jagged Edge,Where the Party At (feat. Nelly),232573,2001,1,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,"hip hop, pop, R&B",False,0
Afroman,Because I Got High,197760,2001,1,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,hip hop,True,1
S Club 7,Don't Stop Movin',233626,2001,1,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,pop,False,0
Craig David,Fill Me In,257200,2000,1,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,"hip hop, pop, R&B",False,0
Nelly Furtado,Turn Off The Light,276106,2000,0,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,"hip hop, pop, latin",False,0
The Supermen Lovers,Starlight - Radio Edit,234400,2001,1,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic,False,0
Mis-Teeq,All I Want - Sunship Radio Edit,207400,2004,0,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,"pop, Dance/Electronic",False,0
Jagged Edge,Promise,246720,2000,1,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,"hip hop, pop, R&B",False,0
S Club 7,Have You Ever,201533,2001,1,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,pop,False,0
Enya,Only Time,218546,2000,1,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,"World/Traditional, Folk/Acoustic",False,0
Faith Hill,There You'll Be,222120,2001,1,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,"pop, country",False,0
Ronan Keating,Lovin' Each Day,212973,2000,1,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,"pop, rock",False,0
Destiny's Child,Bootylicious,207906,2001,1,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,"pop, R&B",False,0
Steps,It's the Way You Make Me Feel,197360,2000,0,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006,"pop, Dance/Electronic",False,0
Sunshine Anderson,Heard It All Before,295826,2001,1,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,"pop, R&B",False,0
Lenny Kravitz,Again,231666,2000,1,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,"rock, pop",False,0
