artist,song,duration_ms,year,top half,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,explicit,explicity binary
Avicii,Hey Brother,255093,2013,0,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,"pop, Dance/Electronic",False,0
Jessie J,Bang Bang,199386,2014,1,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,"hip hop, pop",False,0
Duke Dumont,I Got U,285596,2014,1,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,"pop, Dance/Electronic",False,0
Gorgon City,Ready For Your Love,198880,2014,1,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,"pop, Dance/Electronic",False,0
Taylor Swift,Style,231000,2014,1,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,False,0
MKTO,Classic,175426,2012,1,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,"hip hop, pop",False,0
Disclosure,Latch,255631,2013,1,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,"pop, Dance/Electronic",False,0
Ariana Grande,Problem,193920,2014,1,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,pop,False,0
Charli XCX,Boom Clap,169866,2014,0,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,"pop, Dance/Electronic",False,0
One Direction,Steal My Girl,228133,2014,1,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,pop,False,0
Tiësto,Red Lights,263890,2013,0,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,"pop, Dance/Electronic",False,0
Selena Gomez,The Heart Wants What It Wants,227360,2014,1,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,pop,False,0
Rita Ora,I Will Never Let You Down,203466,2014,1,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,"hip hop, pop, Dance/Electronic",False,0
5 Seconds of Summer,She Looks So Perfect,202496,2014,1,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,pop,False,0
The Script,Superheroes,245466,2014,1,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,"pop, rock",False,0
Taylor Swift,Shake It Off,219200,2014,1,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,pop,False,0
One Direction,Night Changes,226600,2014,1,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,pop,False,0
Ed Sheeran,Sing,235382,2014,1,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,pop,False,0
Alesso,Heroes (we could be),209866,2014,0,0.521,0.754,5,-4.144,1,0.0634,0.0373,0.0,0.239,0.352,125.876,"pop, Dance/Electronic",False,0
Tiësto,Wasted,188371,2014,0,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,"pop, Dance/Electronic",False,0
G.R.L.,Ugly Heart,198306,2014,1,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,124.96,pop,False,0
Coldplay,A Sky Full of Stars,267866,2014,1,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,"rock, pop",False,0
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,1,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,"pop, Dance/Electronic",False,0
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,1,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,"hip hop, pop, Dance/Electronic",False,0
Sia,Elastic Heart,257200,2014,1,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,pop,False,0
One Direction,Story of My Life,245493,2013,1,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,pop,False,0
Alex & Sierra,Little Do You Know,185200,2014,1,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,pop,False,0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,2014,1,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,"hip hop, pop, R&B",True,1
Echosmith,Cool Kids,237626,2013,1,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,pop,False,0
Natalie La Rose,Somebody,189906,2014,1,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,set(),False,0
Vance Joy,Riptide,204280,2014,1,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,"rock, pop",False,0
Beyoncé,Drunk in Love (feat. Jay-Z),323480,2014,1,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,"pop, R&B",True,1
Maroon 5,Sugar,235493,2014,0,0.744,0.783,1,-7.077,1,0.0337,0.0553,0.0,0.086,0.885,120.042,pop,True,1
Ella Henderson,Ghost,213213,2014,1,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,"pop, Dance/Electronic",False,0
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,2013,1,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037,pop,False,0
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,2014,1,0.702,0.629,1,-4.292,1,0.041,0.0506,0.0,0.0963,0.446,141.967,"hip hop, pop, R&B",True,1
Sheppard,Geronimo,218227,2014,0,0.707,0.771,7,-6.275,1,0.0783,0.434,0.0013,0.115,0.437,142.016,"pop, rock, Dance/Electronic",False,0
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,0,0.787,0.848,1,-4.696,1,0.0549,0.0915,0.0,0.15,0.947,121.989,"pop, Dance/Electronic",False,0
Sam Smith,Money On My Mind,192670,2014,1,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,pop,False,0
Jason Derulo,Trumpets,217306,2013,0,0.627,0.703,0,-4.884,1,0.236,0.563,0.0,0.0962,0.64,81.897,"hip hop, pop",False,0
Nicki Minaj,Bed Of Lies,269946,2014,0,0.716,0.67,11,-5.779,1,0.194,0.251,0.0,0.109,0.124,86.01,"hip hop, pop",True,1
Nick Jonas,Jealous - Remix,222213,2014,0,0.685,0.709,11,-3.578,0,0.0748,0.0132,0.0,0.452,0.504,93.047,pop,True,1
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,2015,1,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,pop,True,1
Ed Sheeran,Thinking out Loud,281560,2014,1,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,pop,False,0
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,2015,1,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,"hip hop, pop",False,0
Justin Bieber,What Do You Mean?,205680,2015,1,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop,False,0
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,2015,1,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,"hip hop, pop, Dance/Electronic",False,0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,2014,1,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,"pop, R&B",False,0
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,2015,1,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,"pop, rock, Dance/Electronic",False,0
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,1,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,"hip hop, pop, Dance/Electronic",False,0
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,2014,1,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,"hip hop, pop, Dance/Electronic",False,0
Demi Lovato,Cool for the Summer,214746,2015,0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,pop,True,1
Taylor Swift,Blank Space,231826,2014,1,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,pop,False,0
The Weeknd,The Hills,242253,2015,1,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,"pop, R&B",True,1
The Neighbourhood,Daddy Issues,260173,2015,1,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"rock, pop",False,0
Deorro,Five More Hours,211975,2015,1,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,"pop, Dance/Electronic",False,0
Avicii,The Nights,176658,2014,1,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,"pop, Dance/Electronic",False,0
DJ Snake,You Know You Like It,247266,2014,1,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic",False,0
Adam Lambert,Ghost Town,208330,2015,0,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,pop,True,1
Rae Sremmurd,No Type,200080,2015,1,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,"hip hop, pop",True,1
Taylor Swift,Bad Blood,200106,2015,1,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,pop,False,0
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,0,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,"hip hop, pop",False,0
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,1,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,"pop, Dance/Electronic",False,0
Calvin Harris,How Deep Is Your Love,212640,2015,1,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,"hip hop, pop, Dance/Electronic",False,0
Philip George,Wish You Were Mine - Radio Edit,177560,2014,1,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,"pop, Dance/Electronic",False,0
Trey Songz,Na Na,231906,2015,1,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975,"hip hop, pop, R&B",False,0
Fall Out Boy,Centuries,228360,2015,1,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,rock,False,0
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,1,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop,True,1
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,0,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,"pop, Dance/Electronic",False,0
Twenty One Pilots,Stressed Out,202333,2015,1,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,rock,False,0
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,1,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,pop,False,0
KALEO,Way down We Go,219560,2015,1,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,"rock, classical",False,0
Sam Smith,Like I Can,167065,2014,1,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,pop,False,0
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,0,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,"hip hop, pop, Dance/Electronic",False,0
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,0,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,"pop, Dance/Electronic",False,0
Avicii,Waiting For Love,230613,2015,1,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,"pop, Dance/Electronic",False,0
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,1,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,"hip hop, pop, Dance/Electronic",False,0
Taylor Swift,Wildest Dreams,220440,2014,1,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop,False,0
The Weeknd,In The Night,235653,2015,0,0.48,0.682,7,-4.94,1,0.13,0.0696,0.0,0.0463,0.506,167.939,"pop, R&B",True,1
Pitbull,Time of Our Lives,229360,2014,1,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,"hip hop, pop, latin",True,1
Galantis,Runaway (U & I),227073,2015,1,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"pop, Dance/Electronic",False,0
Rihanna,Bitch Better Have My Money,219305,2015,1,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,"hip hop, pop, R&B",True,1
Zara Larsson,Lush Life,202213,2015,0,0.658,0.741,7,-2.86,0,0.0536,0.141,0.0,0.189,0.789,98.024,"pop, Dance/Electronic",False,0
One Direction,Drag Me Down,192120,2015,1,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,pop,False,0
Travis Scott,Antidote,262693,2015,1,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,"hip hop, Dance/Electronic",True,1
Years & Years,King,215360,2015,0,0.559,0.848,4,-4.125,0,0.0388,0.0665,0.0,0.382,0.466,119.977,"pop, Dance/Electronic",False,0
Demi Lovato,Confident,205745,2015,1,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,pop,True,1
Lemaitre,Closer,270589,2017,1,0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop,False,0
Selena Gomez,Same Old Love,229080,2015,1,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,pop,False,0
Pia Mia,Do It Again,207746,2015,1,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,"pop, R&B",True,1
Flo Rida,My House,192190,2015,1,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,"hip hop, pop",False,0
Silentó,Watch Me (Whip / Nae Nae),185131,2015,0,0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982,hip hop,False,0
Chris Brown,Ayo,225226,2015,1,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,"hip hop, pop, R&B",True,1
The Strumbellas,Spirits,203653,2016,1,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop",False,0
Fetty Wap,Trap Queen,222093,2015,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,"hip hop, pop",True,1
Tove Lo,Talking Body,238426,2014,1,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,"pop, Dance/Electronic",True,1
Beyoncé,7/11,213506,2014,1,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,"pop, R&B",False,0
Lana Del Rey,High By The Beach,257573,2015,1,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop,True,1
Zara Larsson,Never Forget You,213427,2017,1,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,"pop, Dance/Electronic",False,0
Jeremih,oui,238320,2015,1,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,"hip hop, pop, R&B",False,0
Drake,Hotline Bling,267066,2016,1,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B",False,0
Selena Gomez,Kill Em With Kindness,217906,2015,1,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop,False,0
Birdy,Let It All Go,280757,2015,1,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop,False,0
Fetty Wap,679 (feat. Remy Boyz),196693,2015,1,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,"hip hop, pop",True,1
Ariana Grande,Love Me Harder,236133,2014,1,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,pop,False,0
The Weeknd,Can't Feel My Face,213520,2015,1,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,"pop, R&B",False,0
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,1,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,"pop, R&B",False,0
X Ambassadors,Renegades,195200,2015,1,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop",False,0
R. City,Locked Away (feat. Adam Levine),227480,2015,1,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,pop,False,0
Kygo,Stole the Show,223186,2016,1,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,"pop, Dance/Electronic",False,0
Tame Impala,The Less I Know The Better,216320,2015,1,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal,True,1
Selena Gomez,Good For You,221560,2015,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0.0,0.0741,0.217,88.928,pop,True,1
Fetty Wap,My Way (feat. Monty),213053,2015,1,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,"hip hop, pop",True,1
Hozier,Take Me To Church,241688,2014,1,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,"Folk/Acoustic, pop",False,0
Taylor Swift,Style,231000,2014,1,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,False,0
Alessia Cara,Here,199453,2015,0,0.379,0.799,0,-4.031,1,0.163,0.0804,0.0,0.0793,0.359,120.892,"pop, R&B",False,0
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,1,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,pop,False,0
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,0,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,"hip hop, pop, Dance/Electronic",False,0
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,1,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,"hip hop, pop",True,1
Big Sean,I Don't Fuck With You,284386,2015,1,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,"hip hop, pop",True,1
Kygo,Firestone,271640,2016,1,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,"pop, Dance/Electronic",False,0
Drake,Jumpman,205879,2015,0,0.853,0.558,1,-7.448,1,0.202,0.0462,0.0,0.341,0.654,142.079,"hip hop, pop, R&B",True,1
Petit Biscuit,Sunset Lover,237792,2015,1,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic,False,0
Shawn Mendes,Stitches,206880,2015,1,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,pop,False,0
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,2015,1,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,"hip hop, pop",False,0
Selena Gomez,The Heart Wants What It Wants,227373,2014,1,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,pop,False,0
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,1,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,"pop, Dance/Electronic",False,0
Ellie Goulding,On My Mind,213445,2015,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,"pop, rock, Dance/Electronic",False,0
Bryson Tiller,Don't,198293,2015,1,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,"hip hop, pop, R&B",True,1
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,2015,0,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993,"hip hop, pop",True,1
Joel Adams,Please Don't Go,210580,2015,1,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,R&B,False,0
Zedd,I Want You To Know,238800,2015,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,"hip hop, pop, Dance/Electronic",False,0
Jonas Blue,Fast Car,212424,2015,1,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,"pop, Dance/Electronic",False,0
BØRNS,Electric Love,218173,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,"rock, pop",False,0
Sigala,Easy Love,229813,2018,1,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic",False,0
Justin Bieber,Sorry,200786,2015,1,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,pop,False,0
Ariana Grande,One Last Time,197266,2014,1,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,pop,False,0
Little Mix,Black Magic,211773,2015,0,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987,pop,False,0
One Direction,Perfect,230333,2015,1,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,pop,False,0
Years & Years,Shine,255506,2015,1,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,"pop, Dance/Electronic",False,0
Meghan Trainor,Lips Are Movin,182666,2015,1,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,pop,False,0
Nicky Jam,El Perdón - Forgiveness,206666,2017,0,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,latin,False,0
The Weeknd,Starboy,230453,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,"pop, R&B",True,1
Drake,One Dance,173986,2016,1,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,"hip hop, pop, R&B",False,0
Justin Bieber,Love Yourself,233720,2015,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,pop,False,0
The Chainsmokers,Closer,244960,2016,1,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,"pop, Dance/Electronic",False,0
Adele,Hello,295502,2015,0,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,"pop, R&B",False,0
Desiigner,Panda,246761,2016,1,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,"hip hop, pop",True,1
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,1,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic,False,0
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,1,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,pop,False,0
OneRepublic,Wherever I Go,169773,2016,1,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,pop,False,0
Rihanna,Work,219320,2016,1,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,"hip hop, pop, R&B",True,1
Coldplay,Hymn for the Weekend,258266,2015,1,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,"rock, pop",False,0
Justin Bieber,Sorry,200786,2015,1,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,pop,False,0
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,1,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,pop,False,0
WILLOW,Wait a Minute!,196520,2015,1,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,"pop, R&B, Dance/Electronic",False,0
Desiigner,Tiimmy Turner,239853,2016,1,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,"hip hop, pop",True,1
G-Eazy,"Me, Myself & I",251466,2015,1,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,"hip hop, pop",True,1
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,1,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,"hip hop, pop, Dance/Electronic",False,0
Astrid S,Hurts So Good,208728,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0.0,0.0962,0.379,120.036,"rock, pop, Dance/Electronic",False,0
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,2016,1,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,"hip hop, pop",True,1
Twenty One Pilots,Heathens,195920,2016,1,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,rock,False,0
Future,Low Life (feat. The Weeknd),313546,2016,1,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,"hip hop, pop",True,1
Galantis,No Money,189126,2016,1,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,"pop, Dance/Electronic",False,0
The Chainsmokers,Don't Let Me Down,208373,2016,1,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic",False,0
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,1,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,"hip hop, pop, Dance/Electronic",True,1
Alok,Hear Me Now,192846,2016,0,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,"pop, Dance/Electronic",False,0
Jon Bellion,All Time Low,217603,2016,1,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,"hip hop, pop",True,1
Cheat Codes,Sex,228361,2016,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,"pop, Dance/Electronic",False,0
